Date,flux_primaire_pro_format,instance,recus
2021-04-26,FLUX UNIF,SAV,557.0
2021-04-27,FLUX AD,SAV,120.0
2021-04-27,FLUX RPC,COMMERCE,1423.0
2021-04-27,FLUX RPC SAV AUTOLOC,SAV,804.0
2021-04-27,FLUX RPC SAV COMPLEX,SAV,343.0
2021-04-27,FLUX UNIF,COMMERCE,282.0
2021-04-27,FLUX UNIF,SAV,601.0
2021-04-28,FLUX AD,SAV,110.0
2021-04-28,FLUX RPC,COMMERCE,1324.0
2021-04-28,FLUX RPC SAV AUTOLOC,SAV,670.0
2021-04-28,FLUX RPC SAV COMPLEX,SAV,298.0
2021-04-28,FLUX UNIF,COMMERCE,325.0
2021-04-28,FLUX UNIF,SAV,637.0
2021-04-29,FLUX AD,SAV,125.0
2021-04-29,FLUX RPC,COMMERCE,1320.0
2021-04-29,FLUX RPC SAV AUTOLOC,SAV,551.0
2021-04-29,FLUX RPC SAV COMPLEX,SAV,319.0
2021-04-29,FLUX UNIF,COMMERCE,269.0
2021-04-29,FLUX UNIF,SAV,547.0
2021-04-30,FLUX AD,SAV,98.0
2021-04-30,FLUX RPC,COMMERCE,1139.0
2021-04-30,FLUX RPC SAV AUTOLOC,SAV,488.0
2021-04-30,FLUX RPC SAV COMPLEX,SAV,322.0
2021-04-30,FLUX UNIF,COMMERCE,267.0
2021-04-30,FLUX UNIF,SAV,506.0
2021-05-01,FLUX AD,SAV,14.0
2021-05-01,FLUX RPC,COMMERCE,423.0
2021-05-01,FLUX RPC SAV AUTOLOC,SAV,64.0
2021-05-01,FLUX RPC SAV COMPLEX,SAV,21.0
2021-05-01,FLUX UNIF,COMMERCE,69.0
2021-05-01,FLUX UNIF,SAV,241.0
2021-05-02,FLUX AD,SAV,15.0
2021-05-02,FLUX RPC,COMMERCE,335.0
2021-05-02,FLUX RPC SAV AUTOLOC,SAV,39.0
2021-05-02,FLUX RPC SAV COMPLEX,SAV,20.0
2021-05-02,FLUX UNIF,COMMERCE,23.0
2021-05-02,FLUX UNIF,SAV,210.0
2021-05-03,FLUX AD,SAV,122.0
2021-05-03,FLUX RPC,COMMERCE,1242.0
2021-05-03,FLUX RPC SAV AUTOLOC,SAV,541.0
2021-05-03,FLUX RPC SAV COMPLEX,SAV,334.0
2021-05-03,FLUX UNIF,COMMERCE,259.0
2021-05-03,FLUX UNIF,SAV,490.0
2021-05-04,FLUX AD,SAV,107.0
2021-05-04,FLUX RPC,COMMERCE,1346.0
2021-05-04,FLUX RPC SAV AUTOLOC,SAV,544.0
2021-05-04,FLUX RPC SAV COMPLEX,SAV,382.0
2021-05-04,FLUX UNIF,COMMERCE,269.0
2021-05-04,FLUX UNIF,SAV,579.0
2021-05-05,FLUX AD,SAV,97.0
2021-05-05,FLUX RPC,COMMERCE,1361.0
2021-05-05,FLUX RPC SAV AUTOLOC,SAV,581.0
2021-05-05,FLUX RPC SAV COMPLEX,SAV,243.0
2021-05-05,FLUX UNIF,COMMERCE,254.0
2021-05-05,FLUX UNIF,SAV,702.0
2021-05-06,FLUX AD,SAV,94.0
2021-05-06,FLUX RPC,COMMERCE,1340.0
2021-05-06,FLUX RPC SAV AUTOLOC,SAV,565.0
2021-05-06,FLUX RPC SAV COMPLEX,SAV,267.0
2021-05-06,FLUX UNIF,COMMERCE,317.0
2021-05-06,FLUX UNIF,SAV,665.0
2021-05-07,FLUX AD,SAV,133.0
2021-05-07,FLUX RPC,COMMERCE,1318.0
2021-05-07,FLUX RPC SAV AUTOLOC,SAV,511.0
2021-05-07,FLUX RPC SAV COMPLEX,SAV,231.0
2021-05-07,FLUX UNIF,COMMERCE,323.0
2021-05-07,FLUX UNIF,SAV,584.0
2021-05-08,FLUX AD,SAV,29.0
2021-05-08,FLUX RPC,COMMERCE,439.0
2021-05-08,FLUX RPC SAV AUTOLOC,SAV,55.0
2021-05-08,FLUX RPC SAV COMPLEX,SAV,12.0
2021-05-08,FLUX UNIF,COMMERCE,49.0
2021-05-08,FLUX UNIF,SAV,223.0
2021-05-09,FLUX AD,SAV,14.0
2021-05-09,FLUX RPC,COMMERCE,265.0
2021-05-09,FLUX RPC SAV AUTOLOC,SAV,51.0
2021-05-09,FLUX RPC SAV COMPLEX,SAV,6.0
2021-05-09,FLUX UNIF,COMMERCE,15.0
2021-05-09,FLUX UNIF,SAV,177.0
2021-05-10,FLUX AD,SAV,101.0
2021-05-10,FLUX RPC,COMMERCE,1414.0
2021-05-10,FLUX RPC SAV AUTOLOC,SAV,627.0
2021-05-10,FLUX RPC SAV COMPLEX,SAV,261.0
2021-05-10,FLUX UNIF,COMMERCE,333.0
2021-05-10,FLUX UNIF,SAV,623.0
2021-05-11,FLUX AD,SAV,129.0
2021-05-11,FLUX RPC,COMMERCE,1421.0
2021-05-11,FLUX RPC SAV AUTOLOC,SAV,617.0
2021-05-11,FLUX RPC SAV COMPLEX,SAV,317.0
2021-05-11,FLUX UNIF,COMMERCE,378.0
2021-05-11,FLUX UNIF,SAV,670.0
2021-05-12,FLUX AD,SAV,123.0
2021-05-12,FLUX RPC,COMMERCE,1296.0
2021-05-12,FLUX RPC SAV AUTOLOC,SAV,489.0
2021-05-12,FLUX RPC SAV COMPLEX,SAV,207.0
2021-05-12,FLUX UNIF,COMMERCE,243.0
2021-05-12,FLUX UNIF,SAV,523.0
2021-05-13,FLUX AD,SAV,20.0
2021-05-13,FLUX RPC,COMMERCE,466.0
2021-05-13,FLUX RPC SAV AUTOLOC,SAV,49.0
2021-05-13,FLUX RPC SAV COMPLEX,SAV,29.0
2021-05-13,FLUX UNIF,COMMERCE,46.0
2021-05-13,FLUX UNIF,SAV,255.0
2021-05-14,FLUX AD,SAV,94.0
2021-05-14,FLUX RPC,COMMERCE,1048.0
2021-05-14,FLUX RPC SAV AUTOLOC,SAV,483.0
2021-05-14,FLUX RPC SAV COMPLEX,SAV,231.0
2021-05-14,FLUX UNIF,COMMERCE,271.0
2021-05-14,FLUX UNIF,SAV,419.0
2021-05-15,FLUX AD,SAV,20.0
2021-05-15,FLUX RPC,COMMERCE,479.0
2021-05-15,FLUX RPC SAV AUTOLOC,SAV,85.0
2021-05-15,FLUX RPC SAV COMPLEX,SAV,22.0
2021-05-15,FLUX UNIF,COMMERCE,59.0
2021-05-15,FLUX UNIF,SAV,172.0
2021-05-16,FLUX AD,SAV,25.0
2021-05-16,FLUX RPC,COMMERCE,291.0
2021-05-16,FLUX RPC SAV AUTOLOC,SAV,49.0
2021-05-16,FLUX RPC SAV COMPLEX,SAV,19.0
2021-05-16,FLUX UNIF,COMMERCE,31.0
2021-05-16,FLUX UNIF,SAV,172.0
2021-05-17,FLUX AD,SAV,151.0
2021-05-17,FLUX RPC,COMMERCE,1442.0
2021-05-17,FLUX RPC SAV AUTOLOC,SAV,588.0
2021-05-17,FLUX RPC SAV COMPLEX,SAV,311.0
2021-05-17,FLUX UNIF,COMMERCE,314.0
2021-05-17,FLUX UNIF,SAV,599.0
2021-05-18,FLUX AD,SAV,156.0
2021-05-18,FLUX RPC,COMMERCE,1489.0
2021-05-18,FLUX RPC SAV AUTOLOC,SAV,540.0
2021-05-18,FLUX RPC SAV COMPLEX,SAV,289.0
2021-05-18,FLUX UNIF,COMMERCE,261.0
2021-05-18,FLUX UNIF,SAV,527.0
2021-05-19,FLUX AD,SAV,178.0
2021-05-19,FLUX RPC,COMMERCE,1283.0
2021-05-19,FLUX RPC SAV AUTOLOC,SAV,556.0
2021-05-19,FLUX RPC SAV COMPLEX,SAV,293.0
2021-05-19,FLUX UNIF,COMMERCE,264.0
2021-05-19,FLUX UNIF,SAV,624.0
2021-05-20,FLUX AD,SAV,178.0
2021-05-20,FLUX RPC,COMMERCE,1355.0
2021-05-20,FLUX RPC SAV AUTOLOC,SAV,731.0
2021-05-20,FLUX RPC SAV COMPLEX,SAV,239.0
2021-05-20,FLUX UNIF,COMMERCE,322.0
2021-05-20,FLUX UNIF,SAV,519.0
2021-05-21,FLUX AD,SAV,285.0
2021-05-21,FLUX RPC,COMMERCE,1288.0
2021-05-21,FLUX RPC SAV AUTOLOC,SAV,477.0
2021-05-21,FLUX RPC SAV COMPLEX,SAV,259.0
2021-05-21,FLUX UNIF,COMMERCE,280.0
2021-05-21,FLUX UNIF,SAV,494.0
2021-05-22,FLUX AD,SAV,34.0
2021-05-22,FLUX RPC,COMMERCE,465.0
2021-05-22,FLUX RPC SAV AUTOLOC,SAV,91.0
2021-05-22,FLUX RPC SAV COMPLEX,SAV,28.0
2021-05-22,FLUX UNIF,COMMERCE,92.0
2021-05-22,FLUX UNIF,SAV,184.0
2021-05-23,FLUX AD,SAV,19.0
2021-05-23,FLUX RPC,COMMERCE,235.0
2021-05-23,FLUX RPC SAV AUTOLOC,SAV,38.0
2021-05-23,FLUX RPC SAV COMPLEX,SAV,9.0
2021-05-23,FLUX UNIF,COMMERCE,30.0
2021-05-23,FLUX UNIF,SAV,120.0
2021-05-24,FLUX AD,SAV,59.0
2021-05-24,FLUX RPC,COMMERCE,399.0
2021-05-24,FLUX RPC SAV AUTOLOC,SAV,63.0
2021-05-24,FLUX RPC SAV COMPLEX,SAV,33.0
2021-05-24,FLUX UNIF,COMMERCE,37.0
2021-05-24,FLUX UNIF,SAV,187.0
2021-05-25,FLUX AD,SAV,141.0
2021-05-25,FLUX RPC,COMMERCE,1404.0
2021-05-25,FLUX RPC SAV AUTOLOC,SAV,664.0
2021-05-25,FLUX RPC SAV COMPLEX,SAV,207.0
2021-05-25,FLUX UNIF,COMMERCE,308.0
2021-05-25,FLUX UNIF,SAV,473.0
2021-05-26,FLUX AD,SAV,217.0
2021-05-26,FLUX RPC,COMMERCE,1393.0
2021-05-26,FLUX RPC SAV AUTOLOC,SAV,490.0
2021-05-26,FLUX RPC SAV COMPLEX,SAV,213.0
2021-05-26,FLUX UNIF,COMMERCE,321.0
2021-05-26,FLUX UNIF,SAV,477.0
2021-05-27,FLUX AD,SAV,170.0
2021-05-27,FLUX RPC,COMMERCE,1414.0
2021-05-27,FLUX RPC SAV AUTOLOC,SAV,507.0
2021-05-27,FLUX RPC SAV COMPLEX,SAV,264.0
2021-05-27,FLUX UNIF,COMMERCE,333.0
2021-05-27,FLUX UNIF,SAV,509.0
2021-05-28,FLUX AD,SAV,137.0
2021-05-28,FLUX RPC,COMMERCE,1218.0
2021-05-28,FLUX RPC SAV AUTOLOC,SAV,543.0
2021-05-28,FLUX RPC SAV COMPLEX,SAV,235.0
2021-05-28,FLUX UNIF,COMMERCE,266.0
2021-05-28,FLUX UNIF,SAV,501.0
2021-05-29,FLUX AD,SAV,15.0
2021-05-29,FLUX RPC,COMMERCE,514.0
2021-05-29,FLUX RPC SAV AUTOLOC,SAV,87.0
2021-05-29,FLUX RPC SAV COMPLEX,SAV,29.0
2021-05-29,FLUX UNIF,COMMERCE,111.0
2021-05-29,FLUX UNIF,SAV,172.0
2021-05-30,FLUX AD,SAV,10.0
2021-05-30,FLUX RPC,COMMERCE,290.0
2021-05-30,FLUX RPC SAV AUTOLOC,SAV,43.0
2021-05-30,FLUX RPC SAV COMPLEX,SAV,22.0
2021-05-30,FLUX UNIF,COMMERCE,42.0
2021-05-30,FLUX UNIF,SAV,115.0
2021-05-31,FLUX AD,SAV,131.0
2021-05-31,FLUX RPC,COMMERCE,1434.0
2021-05-31,FLUX RPC SAV AUTOLOC,SAV,483.0
2021-05-31,FLUX RPC SAV COMPLEX,SAV,309.0
2021-05-31,FLUX UNIF,COMMERCE,318.0
2021-05-31,FLUX UNIF,SAV,441.0
2021-06-01,FLUX AD,SAV,145.0
2021-06-01,FLUX RPC,COMMERCE,1444.0
2021-06-01,FLUX RPC SAV AUTOLOC,SAV,471.0
2021-06-01,FLUX RPC SAV COMPLEX,SAV,252.0
2021-06-01,FLUX UNIF,COMMERCE,274.0
2021-06-01,FLUX UNIF,SAV,454.0
2021-06-02,FLUX AD,SAV,196.0
2021-06-02,FLUX RPC,COMMERCE,1350.0
2021-06-02,FLUX RPC SAV AUTOLOC,SAV,568.0
2021-06-02,FLUX RPC SAV COMPLEX,SAV,398.0
2021-06-02,FLUX UNIF,COMMERCE,312.0
2021-06-02,FLUX UNIF,SAV,576.0
2021-06-03,FLUX AD,SAV,141.0
2021-06-03,FLUX RPC,COMMERCE,1357.0
2021-06-03,FLUX RPC SAV AUTOLOC,SAV,488.0
2021-06-03,FLUX RPC SAV COMPLEX,SAV,308.0
2021-06-03,FLUX UNIF,COMMERCE,306.0
2021-06-03,FLUX UNIF,SAV,469.0
2021-06-04,FLUX AD,SAV,111.0
2021-06-04,FLUX RPC,COMMERCE,1332.0
2021-06-04,FLUX RPC SAV AUTOLOC,SAV,520.0
2021-06-04,FLUX RPC SAV COMPLEX,SAV,259.0
2021-06-04,FLUX UNIF,COMMERCE,303.0
2021-06-04,FLUX UNIF,SAV,498.0
2021-06-05,FLUX AD,SAV,22.0
2021-06-05,FLUX RPC,COMMERCE,517.0
2021-06-05,FLUX RPC SAV AUTOLOC,SAV,90.0
2021-06-05,FLUX RPC SAV COMPLEX,SAV,32.0
2021-06-05,FLUX UNIF,COMMERCE,100.0
2021-06-05,FLUX UNIF,SAV,205.0
2021-06-06,FLUX AD,SAV,17.0
2021-06-06,FLUX RPC,COMMERCE,330.0
2021-06-06,FLUX RPC SAV AUTOLOC,SAV,45.0
2021-06-06,FLUX RPC SAV COMPLEX,SAV,12.0
2021-06-06,FLUX UNIF,COMMERCE,36.0
2021-06-06,FLUX UNIF,SAV,148.0
2021-06-07,FLUX AD,SAV,126.0
2021-06-07,FLUX RPC,COMMERCE,1513.0
2021-06-07,FLUX RPC SAV AUTOLOC,SAV,510.0
2021-06-07,FLUX RPC SAV COMPLEX,SAV,331.0
2021-06-07,FLUX UNIF,COMMERCE,275.0
2021-06-07,FLUX UNIF,SAV,549.0
2021-06-08,FLUX AD,SAV,129.0
2021-06-08,FLUX RPC,COMMERCE,1677.0
2021-06-08,FLUX RPC SAV AUTOLOC,SAV,626.0
2021-06-08,FLUX RPC SAV COMPLEX,SAV,328.0
2021-06-08,FLUX UNIF,COMMERCE,288.0
2021-06-08,FLUX UNIF,SAV,570.0
2021-06-09,FLUX AD,SAV,135.0
2021-06-09,FLUX RPC,COMMERCE,1489.0
2021-06-09,FLUX RPC SAV AUTOLOC,SAV,473.0
2021-06-09,FLUX RPC SAV COMPLEX,SAV,330.0
2021-06-09,FLUX UNIF,COMMERCE,312.0
2021-06-09,FLUX UNIF,SAV,605.0
2021-06-10,FLUX AD,SAV,112.0
2021-06-10,FLUX RPC,COMMERCE,1390.0
2021-06-10,FLUX RPC SAV AUTOLOC,SAV,540.0
2021-06-10,FLUX RPC SAV COMPLEX,SAV,306.0
2021-06-10,FLUX UNIF,COMMERCE,300.0
2021-06-10,FLUX UNIF,SAV,551.0
2021-06-11,FLUX AD,SAV,125.0
2021-06-11,FLUX RPC,COMMERCE,1382.0
2021-06-11,FLUX RPC SAV AUTOLOC,SAV,531.0
2021-06-11,FLUX RPC SAV COMPLEX,SAV,241.0
2021-06-11,FLUX UNIF,COMMERCE,279.0
2021-06-11,FLUX UNIF,SAV,440.0
2021-06-12,FLUX AD,SAV,24.0
2021-06-12,FLUX RPC,COMMERCE,509.0
2021-06-12,FLUX RPC SAV AUTOLOC,SAV,85.0
2021-06-12,FLUX RPC SAV COMPLEX,SAV,15.0
2021-06-12,FLUX UNIF,COMMERCE,88.0
2021-06-12,FLUX UNIF,SAV,185.0
2021-06-13,FLUX AD,SAV,16.0
2021-06-13,FLUX RPC,COMMERCE,346.0
2021-06-13,FLUX RPC SAV AUTOLOC,SAV,36.0
2021-06-13,FLUX RPC SAV COMPLEX,SAV,11.0
2021-06-13,FLUX UNIF,COMMERCE,55.0
2021-06-13,FLUX UNIF,SAV,103.0
2021-06-14,FLUX AD,SAV,152.0
2021-06-14,FLUX RPC,COMMERCE,1520.0
2021-06-14,FLUX RPC SAV AUTOLOC,SAV,517.0
2021-06-14,FLUX RPC SAV COMPLEX,SAV,328.0
2021-06-14,FLUX UNIF,COMMERCE,347.0
2021-06-14,FLUX UNIF,SAV,486.0
2021-06-15,FLUX AD,SAV,134.0
2021-06-15,FLUX RPC,COMMERCE,1507.0
2021-06-15,FLUX RPC SAV AUTOLOC,SAV,478.0
2021-06-15,FLUX RPC SAV COMPLEX,SAV,283.0
2021-06-15,FLUX UNIF,COMMERCE,275.0
2021-06-15,FLUX UNIF,SAV,479.0
2021-06-16,FLUX AD,SAV,252.0
2021-06-16,FLUX RPC,COMMERCE,1700.0
2021-06-16,FLUX RPC SAV AUTOLOC,SAV,564.0
2021-06-16,FLUX RPC SAV COMPLEX,SAV,239.0
2021-06-16,FLUX UNIF,COMMERCE,332.0
2021-06-16,FLUX UNIF,SAV,585.0
2021-06-17,FLUX AD,SAV,206.0
2021-06-17,FLUX RPC,COMMERCE,1537.0
2021-06-17,FLUX RPC SAV AUTOLOC,SAV,488.0
2021-06-17,FLUX RPC SAV COMPLEX,SAV,231.0
2021-06-17,FLUX UNIF,COMMERCE,362.0
2021-06-17,FLUX UNIF,SAV,483.0
2021-06-18,FLUX AD,SAV,238.0
2021-06-18,FLUX RPC,COMMERCE,1463.0
2021-06-18,FLUX RPC SAV AUTOLOC,SAV,498.0
2021-06-18,FLUX RPC SAV COMPLEX,SAV,245.0
2021-06-18,FLUX UNIF,COMMERCE,297.0
2021-06-18,FLUX UNIF,SAV,456.0
2021-06-19,FLUX AD,SAV,28.0
2021-06-19,FLUX RPC,COMMERCE,548.0
2021-06-19,FLUX RPC SAV AUTOLOC,SAV,101.0
2021-06-19,FLUX RPC SAV COMPLEX,SAV,28.0
2021-06-19,FLUX UNIF,COMMERCE,108.0
2021-06-19,FLUX UNIF,SAV,191.0
2021-06-20,FLUX AD,SAV,19.0
2021-06-20,FLUX RPC,COMMERCE,327.0
2021-06-20,FLUX RPC SAV AUTOLOC,SAV,39.0
2021-06-20,FLUX RPC SAV COMPLEX,SAV,17.0
2021-06-20,FLUX UNIF,COMMERCE,47.0
2021-06-20,FLUX UNIF,SAV,198.0
2021-06-21,FLUX AD,SAV,220.0
2021-06-21,FLUX RPC,COMMERCE,1571.0
2021-06-21,FLUX RPC SAV AUTOLOC,SAV,578.0
2021-06-21,FLUX RPC SAV COMPLEX,SAV,225.0
2021-06-21,FLUX UNIF,COMMERCE,355.0
2021-06-21,FLUX UNIF,SAV,490.0
2021-06-22,FLUX AD,SAV,262.0
2021-06-22,FLUX RPC,COMMERCE,1528.0
2021-06-22,FLUX RPC SAV AUTOLOC,SAV,571.0
2021-06-22,FLUX RPC SAV COMPLEX,SAV,215.0
2021-06-22,FLUX UNIF,COMMERCE,352.0
2021-06-22,FLUX UNIF,SAV,578.0
2021-06-23,FLUX AD,SAV,173.0
2021-06-23,FLUX RPC,COMMERCE,1713.0
2021-06-23,FLUX RPC SAV AUTOLOC,SAV,438.0
2021-06-23,FLUX RPC SAV COMPLEX,SAV,199.0
2021-06-23,FLUX UNIF,COMMERCE,340.0
2021-06-23,FLUX UNIF,SAV,559.0
2021-06-24,FLUX AD,SAV,99.0
2021-06-24,FLUX RPC,COMMERCE,1553.0
2021-06-24,FLUX RPC SAV AUTOLOC,SAV,518.0
2021-06-24,FLUX RPC SAV COMPLEX,SAV,257.0
2021-06-24,FLUX UNIF,COMMERCE,327.0
2021-06-24,FLUX UNIF,SAV,494.0
2021-06-25,FLUX AD,SAV,133.0
2021-06-25,FLUX RPC,COMMERCE,1356.0
2021-06-25,FLUX RPC SAV AUTOLOC,SAV,446.0
2021-06-25,FLUX RPC SAV COMPLEX,SAV,203.0
2021-06-25,FLUX UNIF,COMMERCE,318.0
2021-06-25,FLUX UNIF,SAV,405.0
2021-06-26,FLUX AD,SAV,53.0
2021-06-26,FLUX RPC,COMMERCE,549.0
2021-06-26,FLUX RPC SAV AUTOLOC,SAV,86.0
2021-06-26,FLUX RPC SAV COMPLEX,SAV,24.0
2021-06-26,FLUX UNIF,COMMERCE,88.0
2021-06-26,FLUX UNIF,SAV,247.0
2021-06-27,FLUX AD,SAV,32.0
2021-06-27,FLUX RPC,COMMERCE,403.0
2021-06-27,FLUX RPC SAV AUTOLOC,SAV,30.0
2021-06-27,FLUX RPC SAV COMPLEX,SAV,10.0
2021-06-27,FLUX UNIF,COMMERCE,40.0
2021-06-27,FLUX UNIF,SAV,154.0
2021-06-28,FLUX AD,SAV,129.0
2021-06-28,FLUX RPC,COMMERCE,1771.0
2021-06-28,FLUX RPC SAV AUTOLOC,SAV,643.0
2021-06-28,FLUX RPC SAV COMPLEX,SAV,288.0
2021-06-28,FLUX UNIF,COMMERCE,308.0
2021-06-28,FLUX UNIF,SAV,427.0
2021-06-29,FLUX AD,SAV,156.0
2021-06-29,FLUX RPC,COMMERCE,1724.0
2021-06-29,FLUX RPC SAV AUTOLOC,SAV,690.0
2021-06-29,FLUX RPC SAV COMPLEX,SAV,251.0
2021-06-29,FLUX UNIF,COMMERCE,275.0
2021-06-29,FLUX UNIF,SAV,561.0
2021-06-30,FLUX AD,SAV,189.0
2021-06-30,FLUX RPC,COMMERCE,1649.0
2021-06-30,FLUX RPC SAV AUTOLOC,SAV,446.0
2021-06-30,FLUX RPC SAV COMPLEX,SAV,235.0
2021-06-30,FLUX UNIF,COMMERCE,240.0
2021-06-30,FLUX UNIF,SAV,535.0
2021-07-01,FLUX AD,SAV,86.0
2021-07-01,FLUX RPC,COMMERCE,1318.0
2021-07-01,FLUX RPC SAV AUTOLOC,SAV,557.0
2021-07-01,FLUX RPC SAV COMPLEX,SAV,261.0
2021-07-01,FLUX UNIF,COMMERCE,216.0
2021-07-01,FLUX UNIF,SAV,448.0
2021-07-02,FLUX AD,SAV,123.0
2021-07-02,FLUX RPC,COMMERCE,1304.0
2021-07-02,FLUX RPC SAV AUTOLOC,SAV,395.0
2021-07-02,FLUX RPC SAV COMPLEX,SAV,268.0
2021-07-02,FLUX UNIF,COMMERCE,230.0
2021-07-02,FLUX UNIF,SAV,445.0
2021-07-03,FLUX AD,SAV,30.0
2021-07-03,FLUX RPC,COMMERCE,557.0
2021-07-03,FLUX RPC SAV AUTOLOC,SAV,97.0
2021-07-03,FLUX RPC SAV COMPLEX,SAV,35.0
2021-07-03,FLUX UNIF,COMMERCE,59.0
2021-07-03,FLUX UNIF,SAV,228.0
2021-07-04,FLUX AD,SAV,19.0
2021-07-04,FLUX RPC,COMMERCE,296.0
2021-07-04,FLUX RPC SAV AUTOLOC,SAV,46.0
2021-07-04,FLUX RPC SAV COMPLEX,SAV,14.0
2021-07-04,FLUX UNIF,COMMERCE,50.0
2021-07-04,FLUX UNIF,SAV,166.0
2021-07-05,FLUX AD,SAV,99.0
2021-07-05,FLUX RPC,COMMERCE,1537.0
2021-07-05,FLUX RPC SAV AUTOLOC,SAV,539.0
2021-07-05,FLUX RPC SAV COMPLEX,SAV,347.0
2021-07-05,FLUX UNIF,COMMERCE,346.0
2021-07-05,FLUX UNIF,SAV,571.0
2021-07-06,FLUX AD,SAV,125.0
2021-07-06,FLUX RPC,COMMERCE,1650.0
2021-07-06,FLUX RPC SAV AUTOLOC,SAV,490.0
2021-07-06,FLUX RPC SAV COMPLEX,SAV,280.0
2021-07-06,FLUX UNIF,COMMERCE,231.0
2021-07-06,FLUX UNIF,SAV,628.0
2021-07-07,FLUX AD,SAV,119.0
2021-07-07,FLUX RPC,COMMERCE,1714.0
2021-07-07,FLUX RPC SAV AUTOLOC,SAV,468.0
2021-07-07,FLUX RPC SAV COMPLEX,SAV,284.0
2021-07-07,FLUX UNIF,COMMERCE,322.0
2021-07-07,FLUX UNIF,SAV,591.0
2021-07-08,FLUX AD,SAV,150.0
2021-07-08,FLUX RPC,COMMERCE,1720.0
2021-07-08,FLUX RPC SAV AUTOLOC,SAV,478.0
2021-07-08,FLUX RPC SAV COMPLEX,SAV,284.0
2021-07-08,FLUX UNIF,COMMERCE,388.0
2021-07-08,FLUX UNIF,SAV,497.0
2021-07-09,FLUX AD,SAV,122.0
2021-07-09,FLUX RPC,COMMERCE,1359.0
2021-07-09,FLUX RPC SAV AUTOLOC,SAV,440.0
2021-07-09,FLUX RPC SAV COMPLEX,SAV,281.0
2021-07-09,FLUX UNIF,COMMERCE,311.0
2021-07-09,FLUX UNIF,SAV,463.0
2021-07-10,FLUX AD,SAV,26.0
2021-07-10,FLUX RPC,COMMERCE,593.0
2021-07-10,FLUX RPC SAV AUTOLOC,SAV,75.0
2021-07-10,FLUX RPC SAV COMPLEX,SAV,48.0
2021-07-10,FLUX UNIF,COMMERCE,81.0
2021-07-10,FLUX UNIF,SAV,189.0
2021-07-11,FLUX AD,SAV,24.0
2021-07-11,FLUX RPC,COMMERCE,509.0
2021-07-11,FLUX RPC SAV AUTOLOC,SAV,43.0
2021-07-11,FLUX RPC SAV COMPLEX,SAV,21.0
2021-07-11,FLUX UNIF,COMMERCE,50.0
2021-07-11,FLUX UNIF,SAV,161.0
2021-07-12,FLUX AD,SAV,101.0
2021-07-12,FLUX RPC,COMMERCE,1746.0
2021-07-12,FLUX RPC SAV AUTOLOC,SAV,472.0
2021-07-12,FLUX RPC SAV COMPLEX,SAV,379.0
2021-07-12,FLUX UNIF,COMMERCE,328.0
2021-07-12,FLUX UNIF,SAV,459.0
2021-07-13,FLUX AD,SAV,160.0
2021-07-13,FLUX RPC,COMMERCE,1738.0
2021-07-13,FLUX RPC SAV AUTOLOC,SAV,471.0
2021-07-13,FLUX RPC SAV COMPLEX,SAV,280.0
2021-07-13,FLUX UNIF,COMMERCE,337.0
2021-07-13,FLUX UNIF,SAV,538.0
2021-07-14,FLUX AD,SAV,29.0
2021-07-14,FLUX RPC,COMMERCE,776.0
2021-07-14,FLUX RPC SAV AUTOLOC,SAV,41.0
2021-07-14,FLUX RPC SAV COMPLEX,SAV,21.0
2021-07-14,FLUX UNIF,COMMERCE,70.0
2021-07-14,FLUX UNIF,SAV,239.0
2021-07-15,FLUX AD,SAV,120.0
2021-07-15,FLUX RPC,COMMERCE,1845.0
2021-07-15,FLUX RPC SAV AUTOLOC,SAV,507.0
2021-07-15,FLUX RPC SAV COMPLEX,SAV,386.0
2021-07-15,FLUX UNIF,COMMERCE,390.0
2021-07-15,FLUX UNIF,SAV,481.0
2021-07-16,FLUX AD,SAV,133.0
2021-07-16,FLUX RPC,COMMERCE,1586.0
2021-07-16,FLUX RPC SAV AUTOLOC,SAV,396.0
2021-07-16,FLUX RPC SAV COMPLEX,SAV,351.0
2021-07-16,FLUX UNIF,COMMERCE,277.0
2021-07-16,FLUX UNIF,SAV,444.0
2021-07-17,FLUX AD,SAV,16.0
2021-07-17,FLUX RPC,COMMERCE,672.0
2021-07-17,FLUX RPC SAV AUTOLOC,SAV,79.0
2021-07-17,FLUX RPC SAV COMPLEX,SAV,31.0
2021-07-17,FLUX UNIF,COMMERCE,88.0
2021-07-17,FLUX UNIF,SAV,192.0
2021-07-18,FLUX AD,SAV,24.0
2021-07-18,FLUX RPC,COMMERCE,366.0
2021-07-18,FLUX RPC SAV AUTOLOC,SAV,32.0
2021-07-18,FLUX RPC SAV COMPLEX,SAV,14.0
2021-07-18,FLUX UNIF,COMMERCE,34.0
2021-07-18,FLUX UNIF,SAV,123.0
2021-07-19,FLUX AD,SAV,121.0
2021-07-19,FLUX RPC,COMMERCE,1624.0
2021-07-19,FLUX RPC SAV AUTOLOC,SAV,486.0
2021-07-19,FLUX RPC SAV COMPLEX,SAV,385.0
2021-07-19,FLUX UNIF,COMMERCE,389.0
2021-07-19,FLUX UNIF,SAV,438.0
2021-07-20,FLUX AD,SAV,125.0
2021-07-20,FLUX RPC,COMMERCE,1646.0
2021-07-20,FLUX RPC SAV AUTOLOC,SAV,363.0
2021-07-20,FLUX RPC SAV COMPLEX,SAV,330.0
